Participant; Input; Distance; Width; Practice; Block; Trial; SerieNumber; TargetX; TargetY; Time; FirstClickTime; FirstClickDownX; FirstClickDownY; FirstClickUpX; FirstClickUpY; LastClickDownX; LastClickDownY; LastClickUpX; LastClickUpY; FullError; DownError; UpError; Reset
1; Hand;864;24; true;0;1;2;0.4089845;0.7730463;2842;5758;0.9219197;0;1;1;0.4077857;0.2285875;0.410668;0.2183627;0;0;0; False
1; Hand;864;24; true;0;1;3;0.6287153;0.5000001;3176;2599;0.6224462;0.5070308;0.6276793;0.4943858;0.6224462;0.5070308;0.6276793;0.4943858;0;0;0; False
1; Hand;864;24; true;0;1;4;0.4089845;0.2269537;3991;3802;0.4118508;0.7631987;0.4125849;0.7606463;0.4118508;0.7631987;0.4125849;0.7606463;0;0;0; False
1; Hand;864;24; true;0;1;5;0.5;0.8861458;3209;2866;0.495144;0.1082149;0.5029734;0.1050981;0.495144;0.1082149;0.5029734;0.1050981;0;0;0; False
1; Hand;864;24; true;0;1;6;0.5910155;0.2269536;3974;3619;0.5923358;0.7679465;0.5935708;0.7586422;0.5923358;0.7679465;0.5935708;0.7586422;0;0;0; False
1; Hand;864;24; true;0;1;7;0.3712847;0.5;4124;3875;0.3759053;0.5068778;0.3735986;0.5024796;0.3759053;0.5068778;0.3735986;0.5024796;0;0;0; False
1; Hand;864;24; true;0;1;8;0.5910155;0.7730463;2643;2289;0.5920105;0.2345769;0.5885404;0.2271862;0.5920105;0.2345769;0.5885404;0.2271862;0;0;0; False
1; Hand;864;8; true;0;20;1;0.5;0.1138542; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; False
1; Hand;864;8; true;0;20;2;0.4089845;0.7730463;3741;2384;0.4043949;0.235966;0.4031983;0.2456165;0.4079267;0.2318582;0.4075742;0.223529;0;0;1; False
1; Hand;864;8; true;0;20;3;0.6287153;0.5000001;2959;2639;0.6322594;0.4904613;0.6275006;0.495259;0.6322594;0.4904613;0.6275006;0.495259;0;0;0; False
1; Hand;864;8; true;0;20;4;0.4089845;0.2269537;3824;2358;0.4117443;0.7576753;0.4124906;0.8022874;0.4126956;0.7750844;0.4122098;0.7722023;0;0;1; False
1; Hand;864;8; true;0;20;5;0.5;0.8861458;2527;2203;0.4996639;0.1133298;0.5005889;0.1059666;0.4996639;0.1133298;0.5005889;0.1059666;0;0;0; False
1; Hand;864;8; true;0;20;6;0.5910155;0.2269536;2527;2126;0.5864133;0.7737474;0.5904782;0.7527032;0.5864133;0.7737474;0.5904782;0.7527032;0;0;0; False
1; Hand;864;8; true;0;20;7;0.3712847;0.5;2161;1886;0.3678827;0.499095;0.3678697;0.4967283;0.3678827;0.499095;0.3678697;0.4967283;0;0;0; False
1; Hand;864;8; true;0;20;8;0.5910155;0.7730463;2860;2590;0.5924635;0.2261148;0.5902605;0.224131;0.5924635;0.2261148;0.5902605;0.224131;0;0;0; False
1; Hand;4900;30; true;0;21;1;0.5;0.1138542; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; False
1; Hand;4900;30; true;0;21;2;0.9166667;0.9114583;3425;2256;0.8898248;0.1387453;0.9008347;0.1108992;0.9133544;0.09259133;0.9125136;0.09734331;0;1;0; False
1; Hand;4900;30; true;0;21;3;0.08333334;0.9114583;2710;2424;0.08863971;0.08482368;0.0955197;0.09952808;0.08863971;0.08482368;0.0955197;0.09952808;0;0;0; False
1; Hand;4900;30; true;0;21;4;0.9166667;0.5677083;2794;2499;0.9128885;0.4399077;0.9044531;0.4298053;0.9128885;0.4399077;0.9044531;0.4298053;0;0;0; False
1; Hand;4900;30; true;0;21;5;0.08333334;0.2239583;2344;2053;0.07526281;0.7387052;0.07632907;0.7462718;0.07526281;0.7387052;0.07632907;0.7462718;0;0;0; False
1; Hand;4900;30; true;0;21;6;0.9166667;0.08854166;2627;2321;0.9029908;0.9106192;0.9170908;0.9410455;0.9029908;0.9106192;0.9170908;0.9410455;0;0;0; False
1; Hand;4900;30; true;0;21;7;0.08333334;0.2239583;2644;2379;0.0973154;0.7344084;0.09585162;0.7517589;0.0973154;0.7344084;0.09585162;0.7517589;0;0;0; False
1; Hand;4900;30; true;0;21;8;0.9166667;0.5677083;2262;2013;0.9281806;0.4404852;0.9307759;0.4444515;0.9281806;0.4404852;0.9307759;0.4444515;0;0;0; False
1; Hand;864;16; true;0;22;1;0.08333334;0.9114583; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; False
1; Hand;864;16; true;0;22;2;0.4089845;0.7730463;1795;1488;0.4196487;0.2383364;0.4163578;0.2310531;0.4196487;0.2383364;0.4163578;0.2310531;0;0;0; False
1; Hand;864;16; true;0;22;3;0.6287153;0.5000001;2876;1847;0.6452668;0.5114437;0.6420882;0.5109605;0.6328202;0.5064349;0.624939;0.5043004;0;1;0; False
1; Hand;864;16; true;0;22;4;0.4089845;0.2269537;2128;1857;0.4027404;0.7637419;0.4016475;0.7573546;0.4027404;0.7637419;0.4016475;0.7573546;0;0;0; False
1; Hand;864;16; true;0;22;5;0.5;0.8861458;2527;2209;0.4925894;0.1110215;0.4882967;0.09442371;0.4925894;0.1110215;0.4882967;0.09442371;0;0;0; False
1; Hand;864;16; true;0;22;6;0.5910155;0.2269536;1995;1685;0.583621;0.7656326;0.5824265;0.7874603;0.583621;0.7656326;0.5824265;0.7874603;0;0;0; False
1; Hand;864;16; true;0;22;7;0.3712847;0.5;1895;1591;0.3756359;0.5003599;0.374062;0.5058144;0.3756359;0.5003599;0.374062;0.5058144;0;0;0; False
1; Hand;864;16; true;0;22;8;0.5910155;0.7730463;2560;2488;0.5826722;0.2083888;0.5916564;0.2476681;0.5826722;0.2083888;0.5916564;0.2476681;0;0;0; False
1; Hand;4900;15; true;0;23;1;0.5;0.1138542; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; False
1; Hand;4900;15; true;0;23;2;0.9166667;0.9114583;2927;2585;0.913491;0.1161075;0.91649;0.0828684;0.913491;0.1161075;0.91649;0.0828684;0;0;0; False
1; Hand;4900;15; true;0;23;3;0.08333334;0.9114583;2327;1852;0.07200154;0.07803099;0.09496748;0.08165336;0.07200154;0.07803099;0.09496748;0.08165336;0;0;0; False
1; Hand;4900;15; true;0;23;4;0.9166667;0.5677083;3176;2835;0.9141617;0.4326565;0.9080032;0.4222989;0.9141617;0.4326565;0.9080032;0.4222989;0;0;0; False
1; Hand;4900;15; true;0;23;5;0.08333334;0.2239583;2993;2674;0.08915769;0.7728981;0.09468819;0.7760699;0.08915769;0.7728981;0.09468819;0.7760699;0;0;0; False
1; Hand;4900;15; true;0;23;6;0.9166667;0.08854166;2926;2576;0.9208759;0.933945;0.9207932;0.9269676;0.9208759;0.933945;0.9207932;0.9269676;0;0;0; False
1; Hand;4900;15; true;0;23;7;0.08333334;0.2239583;2760;2249;0.07492283;0.7610025;0.08776125;0.7582297;0.07492283;0.7610025;0.08776125;0.7582297;0;0;0; False
1; Hand;4900;15; true;0;23;8;0.9166667;0.5677083;2660;2326;0.9109241;0.4439038;0.9165059;0.4443622;0.9109241;0.4439038;0.9165059;0.4443622;0;0;0; False
1; Hand;4900;45; true;0;24;1;0.08333334;0.9114583; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; False
1; Hand;4900;45; true;0;24;2;0.9166667;0.9114583;2910;129;0.0674459;0.06193374;0.0874352;0.05611439;0.9007387;0.1020395;0.8998199;0.09377252;1;0;0; False
1; Hand;4900;45; true;0;24;3;0.08333334;0.9114583;1911;1620;0.06133433;0.08593352;0.0633738;0.06246937;0.06133433;0.08593352;0.0633738;0.06246937;0;0;0; False
1; Hand;4900;45; true;0;24;4;0.9166667;0.5677083;3958;1649;0.8996204;0.4152932;0.9734536;0.4018816;0.8837951;0.3880401;0.9396048;0.4011836;0;0;1; False
1; Hand;4900;45; true;0;24;5;0.08333334;0.2239583;2195;1949;0.09808456;0.6961429;0.09983187;0.7067195;0.09808456;0.6961429;0.09983187;0.7067195;0;0;0; False
1; Hand;4900;45; true;0;24;6;0.9166667;0.08854166;2028;1767;0.9136529;0.8565416;0.9330646;0.9155508;0.9136529;0.8565416;0.9330646;0.9155508;0;0;0; False
1; Hand;4900;45; true;0;24;7;0.08333334;0.2239583;1945;1671;0.07013889;0.7215525;0.06928926;0.7426594;0.07013889;0.7215525;0.06928926;0.7426594;0;0;0; False
1; Hand;4900;45; true;0;24;8;0.9166667;0.5677083;1995;1760;0.9027684;0.4054141;0.907187;0.413656;0.9027684;0.4054141;0.907187;0.413656;0;0;0; False
1; Hand;4900;30; false;2;25;1;0.08333334;0.9114583; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; False
1; Hand;4900;30; false;2;25;2;0.9166667;0.9114583;2244;4655;0.4526577;0.5066829;0.4503406;0.506917;0.916948;0.1141424;0.9330876;0.08876925;0;0;0; False
1; Hand;4900;30; false;2;25;3;0.08333334;0.9114583;2760;1656;0.04763179;0.07186149;0.06894802;0.08343064;0.08866511;0.1101432;0.08949883;0.1051986;0;1;0; False
1; Hand;4900;30; false;2;25;4;0.9166667;0.5677083;2061;1845;0.9111377;0.4193024;0.9120985;0.4220003;0.9111377;0.4193024;0.9120985;0.4220003;0;0;0; False
1; Hand;4900;30; false;2;25;5;0.08333334;0.2239583;4606;1878;0.06061387;0.755317;0.1197497;0.7390997;0.0985815;0.761614;0.1050237;0.76921;0;0;1; False
1; Hand;4900;30; false;2;25;6;0.9166667;0.08854166;2610;2315;0.9170293;0.9150836;0.9267476;0.9476549;0.9170293;0.9150836;0.9267476;0.9476549;0;0;0; False
1; Hand;4900;30; false;2;25;7;0.08333334;0.2239583;2078;1827;0.07312945;0.7663897;0.07149046;0.7630171;0.07312945;0.7663897;0.07149046;0.7630171;0;0;0; False
1; Hand;4900;30; false;2;25;8;0.9166667;0.5677083;2278;2065;0.9255577;0.4400514;0.9241871;0.4451009;0.9255577;0.4400514;0.9241871;0.4451009;0;0;0; False
1; Hand;864;24; false;2;26;1;0.08333334;0.9114583; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; False
1; Hand;864;24; false;2;26;2;0.4089845;0.7730463;1596;1368;0.4073421;0.2423241;0.4131173;0.2572203;0.4073421;0.2423241;0.4131173;0.2572203;0;0;0; False
1; Hand;864;24; false;2;26;3;0.6287153;0.5000001;1596;1376;0.6285954;0.5161818;0.6368077;0.5252057;0.6285954;0.5161818;0.6368077;0.5252057;0;0;0; False
1; Hand;864;24; false;2;26;4;0.4089845;0.2269537;1529;1345;0.4096691;0.7734009;0.4078933;0.7715863;0.4096691;0.7734009;0.4078933;0.7715863;0;0;0; False
1; Hand;864;24; false;2;26;5;0.5;0.8861458;1779;1583;0.5002248;0.1208011;0.4989063;0.1234361;0.5002248;0.1208011;0.4989063;0.1234361;0;0;0; False
1; Hand;864;24; false;2;26;6;0.5910155;0.2269536;1563;1410;0.5903911;0.7942023;0.5868118;0.7899206;0.5903911;0.7942023;0.5868118;0.7899206;0;0;0; False
1; Hand;864;24; false;2;26;7;0.3712847;0.5;1546;1340;0.3751515;0.5094352;0.3731315;0.5221844;0.3751515;0.5094352;0.3731315;0.5221844;0;0;0; False
1; Hand;864;24; false;2;26;8;0.5910155;0.7730463;1645;1421;0.6030576;0.2292782;0.5964908;0.2086437;0.6030576;0.2292782;0.5964908;0.2086437;0;0;0; False
1; Hand;4900;30; false;2;27;1;0.5;0.1138542; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; False
1; Hand;4900;30; false;2;27;2;0.9166667;0.9114583;2243;1989;0.9045425;0.08426256;0.9089418;0.08122393;0.9045425;0.08426256;0.9089418;0.08122393;0;0;0; False
1; Hand;4900;30; false;2;27;3;0.08333334;0.9114583;2311;2032;0.08724042;0.1259346;0.09169911;0.1160958;0.08724042;0.1259346;0.09169911;0.1160958;0;0;0; False
1; Hand;4900;30; false;2;27;4;0.9166667;0.5677083;2461;2213;0.9208737;0.4358587;0.9264344;0.4368811;0.9208737;0.4358587;0.9264344;0.4368811;0;0;0; False
1; Hand;4900;30; false;2;27;5;0.08333334;0.2239583;2161;1915;0.06657515;0.7660913;0.07741712;0.7597551;0.06657515;0.7660913;0.07741712;0.7597551;0;0;0; False
1; Hand;4900;30; false;2;27;6;0.9166667;0.08854166;2261;2032;0.912832;0.8890633;0.9142034;0.9059255;0.912832;0.8890633;0.9142034;0.9059255;0;0;0; False
1; Hand;4900;30; false;2;27;7;0.08333334;0.2239583;2294;2007;0.07253584;0.7369453;0.07937079;0.7493273;0.07253584;0.7369453;0.07937079;0.7493273;0;0;0; False
1; Hand;4900;30; false;2;27;8;0.9166667;0.5677083;4288;1886;0.9109599;0.4290723;0.9450584;0.4238782;0.9334134;0.448188;0.9185285;0.4551663;0;0;1; False
1; Hand;4900;15; false;2;28;1;0.08333334;0.9114583; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; False
1; Hand;4900;15; false;2;28;2;0.9166667;0.9114583;3691;2546;0.9014624;0.08892959;0.9056073;0.0754227;0.9242101;0.09311876;0.9205553;0.1005121;0;1;0; False
1; Hand;4900;15; false;2;28;3;0.08333334;0.9114583;4090;2627;0.09338537;0.1299303;0.07852732;0.03758061;0.09356248;0.06600871;0.09378475;0.07964033;1;0;0; False
1; Hand;4900;15; false;2;28;4;0.9166667;0.5677083;2843;2452;0.9212082;0.4389308;0.9162952;0.4443398;0.9212082;0.4389308;0.9162952;0.4443398;0;0;0; False
1; Hand;4900;15; false;2;28;5;0.08333334;0.2239583;2827;2446;0.08881768;0.7751592;0.0949058;0.7759602;0.08881768;0.7751592;0.0949058;0.7759602;0;0;0; False
1; Hand;4900;15; false;2;28;6;0.9166667;0.08854166;4356;2272;0.8903436;0.9166269;0.922599;0.9347563;0.9082013;0.9030315;0.9152876;0.9120774;0;1;0; False
1; Hand;4900;15; false;2;28;7;0.08333334;0.2239583;2859;2593;0.08308191;0.7799969;0.08366088;0.7723904;0.08308191;0.7799969;0.08366088;0.7723904;0;0;0; False
1; Hand;4900;15; false;2;28;8;0.9166667;0.5677083;2411;2081;0.9255815;0.4374922;0.928742;0.4320369;0.9255815;0.4374922;0.928742;0.4320369;0;0;0; False
1; Hand;4900;15; false;2;29;1;0.08333334;0.9114583; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; False
1; Hand;4900;15; false;2;29;2;0.9166667;0.9114583;2876;2515;0.921788;0.06482834;0.91618;0.07723203;0.921788;0.06482834;0.91618;0.07723203;0;0;0; False
1; Hand;4900;15; false;2;29;3;0.08333334;0.9114583;2810;2514;0.08432411;0.08857203;0.09041701;0.09826166;0.08432411;0.08857203;0.09041701;0.09826166;0;0;0; False
1; Hand;4900;15; false;2;29;4;0.9166667;0.5677083;3160;2527;0.9089853;0.4309205;0.9203867;0.4415888;0.9089853;0.4309205;0.9203867;0.4415888;0;0;0; False
1; Hand;4900;15; false;2;29;5;0.08333334;0.2239583;2609;2314;0.08298186;0.7675185;0.08659206;0.7762877;0.08298186;0.7675185;0.08659206;0.7762877;0;0;0; False
1; Hand;4900;15; false;2;29;6;0.9166667;0.08854166;2677;2543;0.9110606;0.9247382;0.9091515;0.9124722;0.9110606;0.9247382;0.9091515;0.9124722;0;0;0; False
1; Hand;4900;15; false;2;29;7;0.08333334;0.2239583;2860;2578;0.08681396;0.7702804;0.09237777;0.7760813;0.08681396;0.7702804;0.09237777;0.7760813;0;0;0; False
1; Hand;4900;15; false;2;29;8;0.9166667;0.5677083;5155;2055;0.9243534;0.4329269;0.7061048;0.4908614;0.9163992;0.4402289;0.9125527;0.4380649;0;0;1; False
1; Hand;864;8; false;2;30;1;0.08333334;0.9114583; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; False
1; Hand;864;8; false;2;30;2;0.4089845;0.7730463;2295;1970;0.4133532;0.2357392;0.4126428;0.2354519;0.4133532;0.2357392;0.4126428;0.2354519;0;0;0; False
1; Hand;864;8; false;2;30;3;0.6287153;0.5000001;3592;2135;0.6215287;0.4949643;0.637501;0.5039244;0.6286516;0.4956667;0.6332217;0.500057;1;0;0; False
1; Hand;864;8; false;2;30;4;0.4089845;0.2269537;3441;3131;0.4122837;0.7706134;0.412175;0.7744098;0.4122837;0.7706134;0.412175;0.7744098;0;0;0; False
1; Hand;864;8; false;2;30;5;0.5;0.8861458;2328;2058;0.4981086;0.1123124;0.5011256;0.1180356;0.4981086;0.1123124;0.5011256;0.1180356;0;0;0; False
1; Hand;864;8; false;2;30;6;0.5910155;0.2269536;2294;2005;0.5875208;0.7828085;0.5866587;0.7805654;0.5875208;0.7828085;0.5866587;0.7805654;0;0;0; False
1; Hand;864;8; false;2;30;7;0.3712847;0.5;2277;2016;0.3740786;0.5088059;0.3744756;0.4959543;0.3740786;0.5088059;0.3744756;0.4959543;0;0;0; False
1; Hand;864;8; false;2;30;8;0.5910155;0.7730463;3259;2015;0.5888445;0.2485699;0.5906831;0.2450863;0.5900815;0.2394284;0.590657;0.2371459;0;1;0; False
1; Hand;864;8; false;2;31;1;0.5;0.1138542; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; False
1; Hand;864;8; false;2;31;2;0.4089845;0.7730463;1945;1710;0.4068352;0.2339861;0.4084569;0.230548;0.4068352;0.2339861;0.4084569;0.230548;0;0;0; False
1; Hand;864;8; false;2;31;3;0.6287153;0.5000001;2310;2029;0.6264579;0.5031947;0.6278376;0.5039458;0.6264579;0.5031947;0.6278376;0.5039458;0;0;0; False
1; Hand;864;8; false;2;31;4;0.4089845;0.2269537;1962;1668;0.4058864;0.7709624;0.4065479;0.7614213;0.4058864;0.7709624;0.4065479;0.7614213;0;0;0; False
1; Hand;864;8; false;2;31;5;0.5;0.8861458;2711;2430;0.5004786;0.1159196;0.5018155;0.1276116;0.5004786;0.1159196;0.5018155;0.1276116;0;0;0; False
1; Hand;864;8; false;2;31;6;0.5910155;0.2269536;2194;1933;0.5908414;0.7744057;0.5923945;0.774234;0.5908414;0.7744057;0.5923945;0.774234;0;0;0; False
1; Hand;864;8; false;2;31;7;0.3712847;0.5;2011;1771;0.3716497;0.505926;0.3751033;0.5069116;0.3716497;0.505926;0.3751033;0.5069116;0;0;0; False
1; Hand;864;8; false;2;31;8;0.5910155;0.7730463;2012;1823;0.5911207;0.2243942;0.5911315;0.2280063;0.5911207;0.2243942;0.5911315;0.2280063;0;0;0; False
1; Hand;864;16; false;2;32;1;0.5;0.1138542; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; False
1; Hand;864;16; false;2;32;2;0.4089845;0.7730463;2111;1784;0.4044623;0.2420985;0.4085692;0.234187;0.4044623;0.2420985;0.4085692;0.234187;0;0;0; False
1; Hand;864;16; false;2;32;3;0.6287153;0.5000001;1679;1380;0.6387482;0.509433;0.6410683;0.5036554;0.6387482;0.509433;0.6410683;0.5036554;0;0;0; False
1; Hand;864;16; false;2;32;4;0.4089845;0.2269537;1779;1490;0.4178745;0.7425704;0.4137162;0.7601681;0.4178745;0.7425704;0.4137162;0.7601681;0;0;0; False
1; Hand;864;16; false;2;32;5;0.5;0.8861458;2178;1749;0.4988319;0.1323809;0.5012214;0.1316624;0.4988319;0.1323809;0.5012214;0.1316624;0;0;0; False
1; Hand;864;16; false;2;32;6;0.5910155;0.2269536;1612;1337;0.582768;0.7592193;0.5891462;0.7588629;0.582768;0.7592193;0.5891462;0.7588629;0;0;0; False
1; Hand;864;16; false;2;32;7;0.3712847;0.5;1928;1616;0.3647636;0.4908406;0.3705597;0.4984839;0.3647636;0.4908406;0.3705597;0.4984839;0;0;0; False
1; Hand;864;16; false;2;32;8;0.5910155;0.7730463;1812;1576;0.6010674;0.221205;0.5998794;0.2307256;0.6010674;0.221205;0.5998794;0.2307256;0;0;0; False
1; Hand;4900;45; false;2;33;1;0.5;0.1138542; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; False
1; Hand;4900;45; false;2;33;2;0.9166667;0.9114583;2411;2117;0.8966334;0.09555325;0.9179069;0.06719646;0.8966334;0.09555325;0.9179069;0.06719646;0;0;0; False
1; Hand;4900;45; false;2;33;3;0.08333334;0.9114583;1928;1706;0.08014444;0.1161348;0.0716389;0.09472528;0.08014444;0.1161348;0.0716389;0.09472528;0;0;0; False
1; Hand;4900;45; false;2;33;4;0.9166667;0.5677083;2145;1878;0.8992434;0.442509;0.8976213;0.4449207;0.8992434;0.442509;0.8976213;0.4449207;0;0;0; False
1; Hand;4900;45; false;2;33;5;0.08333334;0.2239583;3342;2448;0.0446368;0.8149472;0.08718836;0.7672451;0.0954894;0.7685143;0.09522165;0.7663717;0;1;0; False
1; Hand;4900;45; false;2;33;6;0.9166667;0.08854166;2278;2047;0.9105865;0.8752653;0.9119287;0.875273;0.9105865;0.8752653;0.9119287;0.875273;0;0;0; False
1; Hand;4900;45; false;2;33;7;0.08333334;0.2239583;1895;1648;0.05801348;0.7465946;0.06326114;0.7417961;0.05801348;0.7465946;0.06326114;0.7417961;0;0;0; False
1; Hand;4900;45; false;2;33;8;0.9166667;0.5677083;3758;1865;0.8744039;0.4196547;0.9306168;0.4479319;0.8919982;0.4379051;0.9050626;0.4404132;0;1;0; False
1; Hand;864;24; false;2;34;1;0.08333334;0.9114583; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; False
1; Hand;864;24; false;2;34;2;0.4089845;0.7730463;2111;1773;0.4172297;0.223403;0.4228413;0.2248973;0.4172297;0.223403;0.4228413;0.2248973;0;0;0; False
1; Hand;864;24; false;2;34;3;0.6287153;0.5000001;1728;1502;0.628772;0.4697188;0.6281502;0.4925651;0.628772;0.4697188;0.6281502;0.4925651;0;0;0; False
1; Hand;864;24; false;2;34;4;0.4089845;0.2269537;1928;1714;0.413509;0.7528334;0.4130872;0.7499668;0.413509;0.7528334;0.4130872;0.7499668;0;0;0; False
1; Hand;864;24; false;2;34;5;0.5;0.8861458;1945;1633;0.4965;0.1321038;0.4992316;0.1036887;0.4965;0.1321038;0.4992316;0.1036887;0;0;0; False
1; Hand;864;24; false;2;34;6;0.5910155;0.2269536;2045;1791;0.5851798;0.7596214;0.5884544;0.7539903;0.5851798;0.7596214;0.5884544;0.7539903;0;0;0; False
1; Hand;864;24; false;2;34;7;0.3712847;0.5;1812;1565;0.3677679;0.491655;0.3684722;0.4977143;0.3677679;0.491655;0.3684722;0.4977143;0;0;0; False
1; Hand;864;24; false;2;34;8;0.5910155;0.7730463;1762;1519;0.5925992;0.209275;0.5887721;0.2055792;0.5925992;0.209275;0.5887721;0.2055792;0;0;0; False
1; Hand;4900;45; false;2;35;1;0.5;0.1138542; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; False
1; Hand;4900;45; false;2;35;2;0.9166667;0.9114583;2127;1894;0.9023436;0.132192;0.9055505;0.117661;0.9023436;0.132192;0.9055505;0.117661;0;0;0; False
1; Hand;4900;45; false;2;35;3;0.08333334;0.9114583;4340;1646;0;0.06621792;0;0.08059636;0.07528843;0.1001176;0.09151156;0.1086283;1;0;0; False
1; Hand;4900;45; false;2;35;4;0.9166667;0.5677083;2210;1941;0.9115096;0.4607012;0.9133835;0.4406239;0.9115096;0.4607012;0.9133835;0.4406239;0;0;0; False
1; Hand;4900;45; false;2;35;5;0.08333334;0.2239583;2112;1844;0.06853986;0.773568;0.0714827;0.7664287;0.06853986;0.773568;0.0714827;0.7664287;0;0;0; False
1; Hand;4900;45; false;2;35;6;0.9166667;0.08854166;2144;2018;0.9280347;0.8841323;0.9276803;0.8836442;0.9280347;0.8841323;0.9276803;0.8836442;0;0;0; False
1; Hand;4900;45; false;2;35;7;0.08333334;0.2239583;2011;1734;0.05001578;0.7382408;0.08407529;0.7233873;0.05001578;0.7382408;0.08407529;0.7233873;0;0;0; False
1; Hand;4900;45; false;2;35;8;0.9166667;0.5677083;2328;1878;0.9033061;0.3906503;0.9165766;0.4119981;0.9033061;0.3906503;0.9165766;0.4119981;0;0;0; False
1; Hand;864;16; false;2;36;1;0.08333334;0.9114583; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; False
1; Hand;864;16; false;2;36;2;0.4089845;0.7730463;1530;1448;0.4167831;0.2393622;0.4190502;0.2392486;0.4167831;0.2393622;0.4190502;0.2392486;0;0;0; False
1; Hand;864;16; false;2;36;3;0.6287153;0.5000001;2128;70;0.4209282;0.2336932;0.4233649;0.2322654;0.6330258;0.4855946;0.6358885;0.4944803;1;0;0; False
1; Hand;864;16; false;2;36;4;0.4089845;0.2269537;1978;1719;0.4069053;0.7629386;0.4134513;0.7596117;0.4069053;0.7629386;0.4134513;0.7596117;0;0;0; False
1; Hand;864;16; false;2;36;5;0.5;0.8861458;1928;1641;0.4972075;0.1316496;0.4982413;0.1362004;0.4972075;0.1316496;0.4982413;0.1362004;0;0;0; False
1; Hand;864;16; false;2;36;6;0.5910155;0.2269536;1795;1379;0.5864357;0.7412009;0.5935173;0.7652166;0.5864357;0.7412009;0.5935173;0.7652166;0;0;0; False
1; Hand;864;16; false;2;36;7;0.3712847;0.5;1962;1687;0.3604344;0.5115986;0.3642611;0.5230966;0.3604344;0.5115986;0.3642611;0.5230966;0;0;0; False
1; Hand;864;16; false;2;36;8;0.5910155;0.7730463;1662;1423;0.6015536;0.2251021;0.6006958;0.2291116;0.6015536;0.2251021;0.6006958;0.2291116;0;0;0; False
1; TokenTorch;864;8; true;0;0;1;0.5;0.5; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; False
1; TokenTorch;864;8; true;0;0;2;0.4089845;0.7730463;3642; ;0;0;0;0;0.4091479;0.223541;0.4127946;0.2322078;1;0;0; False
1; TokenTorch;864;8; true;0;0;3;0.6287153;0.5000001;3060;2874;0.6266028;0.5021149;0.629676;0.5054166;0.6266028;0.5021149;0.629676;0.5054166;0;0;0; False
1; TokenTorch;864;8; true;0;0;4;0.4089845;0.2269537;2526;2370;0.4107282;0.7836451;0.4107565;0.7783008;0.4107282;0.7836451;0.4107565;0.7783008;0;0;0; False
1; TokenTorch;864;8; true;0;0;5;0.5;0.8861458;4723;2241;0.5056967;0.1429894;0.5089789;0.152288;0.5022842;0.1278006;0.503711;0.1207321;1;0;1; False
1; TokenTorch;864;8; true;0;0;6;0.5910155;0.2269536;4306;2134;0.5971374;0.7940311;0.5922182;0.7508785;0.5931514;0.7824162;0.5935867;0.7793532;1;0;0; False
1; TokenTorch;864;8; true;0;0;7;0.3712847;0.5;2544;2328;0.3751757;0.5128956;0.3760851;0.5016935;0.3751757;0.5128956;0.3760851;0.5016935;0;0;0; False
1; TokenTorch;864;8; true;0;0;8;0.5910155;0.7730463;3891;2467;0.5910497;0.2508015;0.590217;0.243836;0.5901132;0.240429;0.5938319;0.2410683;0;1;0; False
1; TokenTorch;864;24; true;0;38;1;0.5;0.1138542; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; False
1; TokenTorch;864;24; true;0;38;2;0.4089845;0.7730463;1878;1711;0.4122369;0.2249929;0.4109412;0.2120194;0.4122369;0.2249929;0.4109412;0.2120194;0;0;0; False
1; TokenTorch;864;24; true;0;38;3;0.6287153;0.5000001;1612;1464;0.6379977;0.5301164;0.6341298;0.5117946;0.6379977;0.5301164;0.6341298;0.5117946;0;0;0; False
1; TokenTorch;864;24; true;0;38;4;0.4089845;0.2269537;1812;1567;0.4093449;0.7645164;0.4060124;0.7519647;0.4093449;0.7645164;0.4060124;0.7519647;0;0;0; False
