"Participant","GestureID","PlaneOrientation","GestureTap","Time","SpeedThumb","AccelerationThumb","SpeedIndex","AccelerationIndex","SpeedMiddle","AccelerationMiddle","PosXThumb","PosYThumb","PosZThumb","PosXIndex","PosYIndex","PosZIndex","PosXMiddle","PosYMiddle","PosZMiddle"
1,"DoubleTap","Horizontal",9,74.48656,0.01575193,0.8633374,0.01168334,-1.646543,0.01993249,0.002027532,0.126984,-0.008945042,0.7192104,0.1547323,0.0393986,0.7268348,0.180361,0.04584091,0.7300622
1,"DoubleTap","Horizontal",9,74.68639,0.04133687,1.521911,0.0677122,2.65256,0.0661106,1.885046,0.1268305,-0.01122139,0.721393,0.1553511,0.03817924,0.731048,0.1808695,0.0435898,0.7344943
1,"DoubleTap","Horizontal",9,75.60275,0.001191625,-0.7742921,0.001191421,-0.6748356,0.001192238,-1.183452,0.1262131,-0.009802493,0.7196446,0.1539912,0.03725699,0.7295617,0.1791875,0.04393403,0.7317305
1,"DoubleTap","Horizontal",9,73.13591,0.04929146,2.539364,0.02458552,1.05735,0.0235593,0.9958336,0.1295779,-0.01066519,0.721369,0.1572311,0.0378877,0.7320862,0.1838036,0.04750074,0.7331266
1,"DoubleTap","Horizontal",9,75.77065,0.03336404,1.84112,0.05000044,2.812868,0.06177498,3.500608,0.12759,-0.009391638,0.7197483,0.1540154,0.0381201,0.7291351,0.1796843,0.0441062,0.7321246
1,"DoubleTap","Horizontal",10,82.53579,0.0027022,-0.7571741,0.002699668,-0.9950107,0.002701065,-1.156772,0.1259576,0.002874425,0.7200313,0.1575858,0.05265024,0.7272527,0.1824223,0.05492488,0.7330148
1,"DoubleTap","Horizontal",10,82.11919,0.01178982,0.4486254,0.03013225,1.234886,0.02080845,0.6397148,0.1241438,0.002314602,0.7188836,0.1577899,0.05058044,0.7279806,0.1834548,0.05511421,0.7318479
1,"DoubleTap","Horizontal",10,82.72063,0.02267811,0.7182674,0.01525779,0.3386174,0.1281149,5.612533,0.1246952,0.002155261,0.7193781,0.155767,0.04979978,0.7288728,0.1801161,0.05224615,0.7340097
1,"DoubleTap","Horizontal",10,80.43735,0.1253796,6.056658,0.1752464,8.900919,0.1255853,6.06838,0.1249056,0.01016385,0.7108161,0.1588314,0.06279951,0.7104737,0.1884395,0.06408186,0.7162139
1,"DoubleTap","Horizontal",10,80.84111,0.01408795,-1.300962,0.02635217,-0.2670715,0.01865365,-0.006912667,0.1263615,-0.0008518138,0.7237352,0.1591195,0.0502502,0.7319239,0.1850905,0.05454886,0.7359033
1,"DoubleTap","Horizontal",10,79.58608,0.0131602,-0.8353264,0.01316,-0.5471507,0.01316308,-0.4680181,0.118428,-0.02466711,0.6192693,0.1494342,0.02798543,0.6261002,0.1753367,0.03184839,0.6359581
1,"DoubleTap","Horizontal",10,79.90272,0.1367203,-5.7577,0.1265667,-4.423932,0.1291721,-4.023545,0.1234678,0.004250069,0.6188394,0.1564412,0.05489867,0.6209873,0.1808945,0.05652914,0.6316941
1,"DoubleTap","Horizontal",10,81.86947,0.0009460451,-0.2226966,0.0009471931,-1.966932,0.000947095,-0.3842777,0.1231822,0.002719344,0.7188702,0.1573617,0.04986817,0.7296927,0.1826312,0.0546122,0.7330909
1,"DoubleTap","Horizontal",10,79.70318,0.1025549,0.828545,0.1027935,0.623952,0.08591626,0.3028665,0.1218694,-0.01888847,0.619876,0.1531497,0.03381593,0.6245922,0.1787097,0.03698983,0.6343746
1,"DoubleTap","Horizontal",10,81.56947,0.02766775,-0.04903191,0.0213913,-0.04751277,0.046669,0.9413012,0.1251401,0.002524603,0.719848,0.1566419,0.05107161,0.7272195,0.1817821,0.05474832,0.7314163
1,"DoubleTap","Horizontal",10,82.51869,0.01564796,-2.201585,0.01971184,-3.578728,0.02247894,-1.048841,0.1259165,0.002865802,0.7200122,0.1575446,0.05264165,0.7272337,0.1823812,0.05491628,0.7329957
1,"DoubleTap","Horizontal",10,82.15294,0.002402126,0.05418163,0.02268311,1.275838,0.0406555,2.358171,0.124166,0.002308494,0.7188494,0.1576666,0.05027191,0.7281572,0.1831873,0.05457513,0.7321494
1,"Tap","Horizontal",11,91.36999,0.003326127,0.1645377,0.02250591,1.293223,0.0158927,0.9041041,0.1235429,-0.01276147,0.7200333,0.153916,0.03487843,0.7317951,0.1825186,0.0442684,0.7333117
1,"Tap","Horizontal",11,91.73661,0.05011198,-1.093524,0.05469352,1.417717,0.1702537,3.386624,0.1214339,-0.01262977,0.7191868,0.1541103,0.03901621,0.7296326,0.18407,0.04809549,0.7317077
1,"Tap","Horizontal",11,88.91962,0.1150649,4.58443,0.09430143,0.959825,0.08688939,1.269811,0.1257907,-0.02583387,0.5965194,0.1595415,0.02003001,0.6099812,0.1826444,0.02548529,0.6194454
1,"Tap","Horizontal",11,90.93614,0.001012305,-1.30626,0.001008831,-1.32249,0.001012152,-7.737533,0.1247443,-0.01318638,0.7214746,0.1532488,0.03734741,0.7301002,0.1816101,0.04219667,0.7341989
1,"Tap","Horizontal",11,89.11968,0.07566707,1.899161,0.07188772,1.414554,0.07225166,0.9086241,0.1262428,-0.01861112,0.6164522,0.1606807,0.02930734,0.6277924,0.1837983,0.03245097,0.6379785
1,"Tap","Horizontal",11,90.86951,0.0008002206,-1.203844,0.0008034623,-1.287178,0.0008004111,-1.080612,0.1246017,-0.01336584,0.7218044,0.153745,0.03746947,0.7313686,0.1831563,0.04466232,0.7342769
1,"Tap","Horizontal",11,91.68612,0.0002766683,-1.894656,0.0002750968,-0.999886,0.0002744667,-1.625574,0.1236654,-0.01314817,0.7212027,0.1549772,0.03741035,0.7303998,0.1830435,0.04346,0.7334338
1,"Tap","Horizontal",11,89.08611,0.1674561,6.201745,0.1665973,6.151056,0.1674793,6.203135,0.1251769,-0.01931374,0.615135,0.1594646,0.02823768,0.6267447,0.1824778,0.0313179,0.6368214
1,"Tap","Horizontal",11,89.45294,0.8072686,-7.637234,0.8024089,-3.628874,0.816537,-3.554967,0.1183657,0.006239744,0.7281839,0.1523873,0.05516802,0.7334498,0.1775718,0.05478888,0.7423264
1,"Tap","Horizontal",11,91.88641,0.0005299416,-1.751594,0.0005299224,-1.999871,0.0005362627,-1.433525,0.1221445,-0.01318897,0.7196431,0.1541404,0.03935604,0.7279162,0.1830471,0.04787887,0.7303913
1,"Tap","Horizontal",12,95.20272,0.05598677,3.356804,0.04455453,2.663408,0.03104705,1.843927,0.1145789,-0.007071652,0.7200712,0.1476723,0.04432344,0.7324551,0.1774579,0.05220479,0.7346228
1,"Tap","Horizontal",12,94.52068,0.2919637,0.3247772,0.2919593,10.65538,0.2919536,9.621471,0.1101584,-0.007207358,0.7382397,0.1492545,0.04492404,0.7505042,0.1813138,0.04944083,0.7540781
1,"Tap","Horizontal",12,95.16967,0.08758064,4.087993,0.04989079,1.327183,0.03516388,0.5528775,0.1149707,-0.007591178,0.7207171,0.148001,0.04402055,0.7330294,0.1778683,0.05216413,0.73492
1,"Tap","Horizontal",12,94.25306,0.05567452,2.776973,0.07729219,4.111983,0.08811112,4.780273,0.1108593,-0.001821324,0.6527037,0.1485844,0.05016488,0.6604942,0.1795046,0.05306574,0.6675636
1,"Tap","Horizontal",12,93.85358,0.02125523,0.0307487,0.04889147,1.277184,0.01926722,-0.2980378,0.1133005,-0.004431952,0.6500075,0.1484163,0.04518075,0.6597806,0.1802669,0.04854473,0.6666623
1,"Tap","Horizontal",12,94.43635,0.2909885,-35.98123,0.2909922,-43.66536,0.2909917,-41.44741,0.1050287,0.01040507,0.716915,0.1445886,0.06285946,0.7209824,0.1764054,0.06538612,0.7268001
1,"Tap","Horizontal",13,98.56937,0.03359947,-4.475444,0.03360343,-5.69518,0.03360305,-8.656979,0.1155862,-0.03237144,0.7247016,0.145015,0.02057318,0.7363677,0.1738989,0.01972029,0.7430117
1,"Tap","Horizontal",13,98.83585,0.002219159,-3.704926,0.002226865,-2.829683,0.002223822,-2.634368,0.11601,-0.03210497,0.7217378,0.1443067,0.01883727,0.7333987,0.1723851,0.02077508,0.738243
1,"Tap","Horizontal",13,99.15377,0.02711264,1.22063,0.06613506,3.099959,0.05826676,2.974098,0.1149069,-0.03092371,0.7188637,0.1446742,0.02199043,0.7297099,0.1730951,0.02511737,0.7342745
1,"Tap","Horizontal",13,98.25262,0.7155834,18.42845,0.6678811,16.08502,0.6794402,17.46064,0.1022766,-0.009627744,0.6712364,0.1408822,0.04201521,0.678158,0.1726865,0.04326878,0.6854408
1,"Tap","Horizontal",13,98.50274,0.09739313,-4.928971,0.09739985,-4.792366,0.09739359,-5.742329,0.1137281,-0.03602788,0.7305179,0.1442424,0.01599962,0.7422578,0.1730265,0.01305443,0.7503918
1,"Tap","Horizontal",14,101.0027,0.003700015,-1.252375,0.01195929,-0.3378294,0.01828265,-0.4635624,0.1108427,0.000296273,0.6216883,0.1463127,0.05688126,0.6263449,0.180142,0.06055798,0.6329466
1,"Tap","Horizontal",14,101.6369,0.05516572,-3.653236,0.06430814,-2.859195,0.02087912,-5.33351,0.1117093,-0.007700659,0.7170773,0.1524129,0.04461702,0.7330071,0.1835539,0.05238933,0.7353965
1,"Tap","Horizontal",14,101.9358,0.009405795,0.4749388,0.02105143,1.160163,0.004133642,0.164826,0.1140125,-0.008414663,0.7164389,0.1536537,0.04681299,0.7314389,0.183246,0.05113182,0.7354082
1,"Tap","Horizontal",14,101.069,0.01477624,0.374155,0.01011309,0.0007222351,0.006748102,-0.6038033,0.1107671,0.0004880751,0.6212993,0.1467979,0.05698717,0.6262352,0.180272,0.06040392,0.6333588
1,"Tap","Horizontal",14,101.5194,0.1359938,-9.588983,0.1359864,-2.620343,0.1359898,-8.715072,0.111906,-0.01270641,0.7317547,0.1511097,0.03895593,0.7476956,0.1838244,0.04832625,0.7489329
1,"Tap","Horizontal",14,101.8855,0.03865382,2.71926,0.02426001,1.655782,0.03292301,2.295885,0.1139406,-0.008245544,0.7160252,0.1538698,0.04643421,0.7318738,0.1833847,0.05140584,0.7352169
1,"Tap","Horizontal",15,105.1692,0.1648791,5.573929,0.1751551,6.204141,0.1811935,6.574524,0.1190223,-0.01355797,0.7261781,0.1686682,0.04447008,0.7394028,0.2032548,0.04098619,0.7432348
1,"Tap","Horizontal",15,105.2703,0.04341259,-0.6440547,0.0413515,-0.353737,0.04477832,-0.5603754,0.1224172,-0.01214112,0.7231038,0.1695229,0.04700395,0.7344819,0.203912,0.04391843,0.7387834
1,"Tap","Horizontal",15,105.286,0.07820921,2.211864,0.02934359,-0.7632886,0.03487631,-0.6294265,0.1217207,-0.01183194,0.7221378,0.1692191,0.04725073,0.7342371,0.2037273,0.04435609,0.7385088
1,"Tap","Horizontal",15,104.5029,0.02578814,0.3670371,0.01499456,-1.489849,0.01493867,-1.41627,0.1172485,-0.005280036,0.6399306,0.1593323,0.05640175,0.6449578,0.19238,0.05671022,0.6533761
1,"Tap","Horizontal",16,107.969,0.361019,-29.46865,0.3610158,-32.72677,0.3610193,-32.10065,0.1023428,-0.002079776,0.7373545,0.1410702,0.05980811,0.7502027,0.1770847,0.06136304,0.7556331
1,"Tap","Horizontal",16,107.9526,0.8468723,19.11713,0.900586,13.16542,0.8902666,23.2023,0.103052,-0.002735499,0.7314813,0.1417795,0.05915233,0.7443295,0.177794,0.06070726,0.7497599
1,"Tap","Horizontal",16,107.9193,0.4249431,-38.61185,0.4249536,-44.34656,0.4249426,-38.85321,0.1026788,0.01185115,0.7139323,0.1441651,0.07113437,0.7211198,0.1781746,0.07050845,0.7288755
1,"Tap","Horizontal",16,108.1861,0.02478309,-3.771899,0.02478663,-4.35253,0.02478342,-3.710368,0.1096363,-0.01838727,0.7234427,0.1394272,0.05080583,0.7365584,0.1777809,0.05146514,0.7416446
1,"Tap","Horizontal",17,110.2194,0.01051612,-0.4226816,0.008962745,-0.08282149,0.01412381,0.6579055,0.1303312,-0.03151018,0.649052,0.1587149,0.03268035,0.663271,0.1930329,0.03975779,0.6683853
1,"Tap","Horizontal",17,111.003,0.02108628,-2.629069,0.02109264,-4.080829,0.0210896,-4.027637,0.1373154,-0.03775561,0.7228456,0.1465654,0.02909188,0.7350836,0.1819326,0.0365463,0.7398545
1,"Tap","Horizontal",17,111.37,0.006598809,0.2280009,0.01686877,0.8696211,0.01282653,0.6169331,0.136116,-0.03786454,0.7190233,0.145843,0.03131891,0.7296433,0.1813067,0.03880742,0.7359143
1,"Tap","Horizontal",17,111.4041,0.02224933,0.6429217,0.02396387,0.657805,0.01195572,0.2615306,0.1363769,-0.03777228,0.7195205,0.1459724,0.03141433,0.7300133,0.1813667,0.03910131,0.7360416
1,"Tap","Horizontal",18,113.7529,0.006171882,-1.026548,0.006172042,-1.613575,0.006174653,-1.550542,0.121213,-0.01552066,0.7204844,0.1257262,0.0634509,0.7310092,0.1634103,0.07478213,0.7361665
1,"Tap","Horizontal",18,114.0362,0.002752297,-1.989756,0.002750892,-3.400158,0.00274962,-3.00891,0.1208674,-0.01457061,0.7182537,0.1254956,0.06398082,0.7290514,0.1626368,0.07381392,0.7359771
1,"Tap","Horizontal",18,113.4862,0.3680895,4.705826,0.3190494,1.818219,0.3203038,1.89209,0.1151403,-0.01085693,0.7373079,0.1253768,0.06331835,0.7510114,0.1613189,0.07267109,0.7571816
1,"Tap","Horizontal",18,114.0204,0.03410031,-3.881984,0.05631936,-3.236738,0.05015409,-0.2424052,0.1209059,-0.01459044,0.7182565,0.125534,0.063961,0.7290541,0.1626752,0.07379411,0.7359799
1,"Tap","Horizontal",19,116.6031,0.005518109,-0.1647942,0.0261292,1.099316,0.05448629,-2.874994,0.130168,-0.009361633,0.7174683,0.1610482,0.06154388,0.7316044,0.1985915,0.06890856,0.7354214
1,"Tap","Horizontal",19,116.7363,0.01287708,0.6316206,0.03185586,1.768009,0.1025439,6.000606,0.1289825,-0.009157402,0.7167777,0.1605219,0.06197884,0.7305269,0.1965249,0.06563841,0.7360512
1,"Tap","Horizontal",19,116.67,0.01763213,0.3200781,0.02829306,-0.3108563,0.01074612,0.2236998,0.1294742,-0.009379217,0.7170156,0.1609559,0.06261602,0.7304717,0.1983255,0.06865674,0.7349547
1,"Tap","Horizontal",19,115.6527,0.004921455,-0.159232,0.01334676,0.06803815,0.01232375,-0.123039,0.1361585,-0.01945203,0.6167278,0.1546472,0.04972987,0.6186024,0.192548,0.06273326,0.6226569
1,"Tap","Horizontal",20,118.7042,0.002926632,-1.450113,0.002925642,-1.072726,0.002927294,-1.900549,0.1296415,-0.0228688,0.5993686,0.1552616,0.04665089,0.6048703,0.1942829,0.05879268,0.6093308
1,"Tap","Horizontal",20,118.8534,0.02961774,1.401221,0.03181298,1.52839,0.03282394,1.586943,0.1268576,-0.01924424,0.6008142,0.1527561,0.04994689,0.6057956,0.1913284,0.06084201,0.6103872
1,"Tap","Horizontal",20,119.7532,0.03860501,2.21344,0.006045931,0.2910151,0.01064561,0.5626451,0.1201392,-0.01749374,0.7198771,0.122112,0.06184585,0.7298965,0.1614887,0.06949374,0.737804
1,"Tap","Horizontal",20,119.203,0.3321665,-1.115789,0.2912328,-3.581629,0.3152639,-2.134132,0.1118472,-0.01223025,0.7437102,0.1204353,0.06372767,0.7578684,0.1602103,0.07469808,0.7636944
1,"No Tap","Horizontal",21,134.1309,0.3693204,8.454462,0.3642221,8.572862,0.3604295,8.185354,0.1745499,-0.08900844,0.4246691,0.1992946,-0.03493958,0.460288,0.219655,-0.03257764,0.4764272
1,"No Tap","Horizontal",21,133.2363,0.04371824,-4.047298,0.03769289,-4.404387,0.02767004,-4.997754,0.2684151,-0.1035774,0.4523113,0.2910436,-0.04631938,0.4892842,0.3120984,-0.04859792,0.505834
1,"No Tap","Horizontal",21,126.1527,0.4866297,24.1661,0.3149494,11.62978,0.7806152,45.63281,0.02799829,-0.06160421,0.4261496,0.1016197,0.009962391,0.4411027,0.1145139,-0.02100609,0.4677032
1,"No Tap","Horizontal",21,133.3362,0.1590853,1.086662,0.1673275,1.09914,0.1630848,1.464557,0.2605551,-0.1062187,0.4500903,0.2830565,-0.04994631,0.4879058,0.3040162,-0.05109338,0.5047885
1,"No Tap","Horizontal",21,131.0192,0.7070003,-23.28238,0.7070003,-29.67046,0.7069998,-25.9725,-0.2379115,-0.4051197,-0.8652739,-0.2532657,-0.348871,-0.9138852,-0.2820996,-0.3203852,-0.9214596
1,"No Tap","Horizontal",21,123.9021,0.9021797,6.975347,0.9529402,1.558782,0.945764,7.120006,-0.01473003,-0.1803761,0.3911259,0.01803483,-0.1291566,0.4282512,0.04711918,-0.09840848,0.4272375
1,"No Tap","Horizontal",21,135.7859,0.19564,-0.2759594,0.2350166,-0.6017933,0.2067384,-1.02327,0.1595876,-0.08504904,0.3371015,0.1809442,-0.0303683,0.360033,0.1731535,-0.04497821,0.3928468
1,"No Tap","Horizontal",21,128.4691,1.224734,-16.66604,1.224737,-23.2592,1.224741,-22.75883,-0.3543232,-0.5927057,-0.6570378,-0.4108376,-0.5675424,-0.7081063,-0.4308443,-0.5796387,-0.7015433
1,"No Tap","Horizontal",21,134.8529,0.09355072,-2.804908,0.09355101,-5.509516,0.09355133,-4.326057,0.1579115,-0.1329385,0.3660667,0.1713787,-0.07694187,0.3709559,0.1717743,-0.09002233,0.3946222
1,"No Tap","Horizontal",21,121.8696,0.03360176,-6.500496,0.03360881,-5.679267,0.03360884,-3.756202,0.1294076,-0.03817835,0.5666782,0.1496708,0.03541115,0.5699059,0.1863048,0.04313584,0.5783625
1,"No Tap","Horizontal",21,123.4692,1.241472,52.64009,1.342436,58.79533,1.204934,50.4126,0.2332882,-0.09546617,0.4029379,0.286358,-0.03855107,0.4210281,0.3174772,-0.02401864,0.4076917
1,"No Tap","Horizontal",21,127.7694,0.5971749,-5.122782,0.5971729,-13.91463,0.5971742,-16.18501,-0.2163747,-0.3981517,-0.2688442,-0.2700089,-0.380343,-0.3048561,-0.298678,-0.3722269,-0.305354
1,"No Tap","Horizontal",21,129.0534,0.5962972,9.423182,0.4936059,-19.26499,0.522879,-8.421293,-0.5019671,-0.8302495,-0.9581277,-0.5027508,-0.8339221,-0.9664814,-0.559823,-0.8429148,-0.9844723
1,"No Tap","Horizontal",21,121.8865,0.1141215,4.769041,0.1407658,6.346713,0.08451102,3.014845,0.1291445,-0.03742458,0.5649245,0.1508855,0.03676614,0.5683773,0.1874275,0.04225903,0.5784451
1,"No Tap","Horizontal",21,123.3032,0.7767789,-5.779775,1.018202,-12.85923,0.9855081,-4.040974,0.1971911,-0.1826979,0.4587741,0.2429525,-0.1224251,0.4990305,0.2778285,-0.1166599,0.4964116
1,"No Tap","Horizontal",21,124.0363,0.633072,-4.957878,0.6166046,-4.422668,0.663595,-4.370275,-0.07521459,-0.1779718,0.3678993,-0.04984092,-0.1454381,0.412686,-0.02372971,-0.114633,0.4247193
1,"No Tap","Horizontal",21,127.1694,0.6630482,-32.21719,0.6630477,-38.5902,0.6630499,-42.40468,-0.4130943,-0.3597945,0.1226606,-0.4625421,-0.338754,0.1536237,-0.4781455,-0.3143784,0.1781669
1,"No Tap","Horizontal",21,130.6042,0.6299827,-44.65146,0.6297314,-60.12431,0.6297576,-61.32228,-0.5481467,-0.6913946,-0.8958491,-0.6413161,-0.6612675,-0.9235653,-0.661615,-0.6784241,-0.9061546
1,"No Tap","Horizontal",21,127.4692,0.8570769,8.87272,1.008626,9.04204,1.052959,9.235048,-0.3360937,-0.3644819,-0.1080557,-0.3984883,-0.341543,-0.1159517,-0.4228806,-0.3286932,-0.1046733
1,"No Tap","Horizontal",21,121.7862,0.04797674,-3.507781,0.04402857,-2.283061,0.04143468,-1.823751,0.1285575,-0.03956209,0.5718291,0.1471057,0.03494848,0.5740979,0.1847654,0.04664837,0.5796206
1,"No Tap","Horizontal",21,126.6028,0.7279417,-16.65794,0.7279411,-28.77768,0.7279385,-29.53403,-0.3003837,-0.2284748,0.4462629,-0.3104358,-0.1760571,0.4889244,-0.2927759,-0.1331766,0.5012197
1,"No Tap","Horizontal",21,126.5364,0.7551065,-23.03058,0.755104,-40.28506,0.755109,-39.3988,-0.2622502,-0.1750507,0.4529884,-0.2615549,-0.1152168,0.4901173,-0.2376111,-0.08067238,0.5006642
1,"No Tap","Horizontal",21,127.8919,0.2710948,-19.75861,0.3521843,-14.97506,0.411741,-11.46214,-0.1811227,-0.4156483,-0.3127005,-0.228476,-0.3991597,-0.3557909,-0.2558853,-0.3956912,-0.3602973
1,"No Tap","Horizontal",21,132.036,1.56286,5.051449,1.742909,3.847616,1.784495,2.215393,0.2598972,-0.1566641,-0.1635458,0.2859953,-0.1283819,-0.2019489,0.2805575,-0.08048159,-0.2235936
1,"No Tap","Horizontal",21,126.8245,0.4180484,0.395444,0.4870855,-1.45975,0.5172583,-1.09849,-0.3645531,-0.3320746,0.3925765,-0.3907151,-0.2996866,0.4392656,-0.3891131,-0.2528436,0.4636891
1,"No Tap","Horizontal",21,125.9526,0.4298454,19.11855,0.5706512,28.0344,0.551765,26.83852,-0.00582689,-0.06429473,0.3977778,0.05486102,0.01552464,0.4150829,0.04532586,-0.04644121,0.4483616
1,"No Tap","Horizontal",21,133.1362,0.08360896,-1.104197,0.1195168,-1.810397,0.1003627,-2.34181,0.2638326,-0.1074613,0.4512321,0.2837562,-0.04906852,0.4871177,0.305256,-0.05068525,0.5034179
1,"No Tap","Horizontal",21,133.0865,0.2606756,10.78666,0.2606695,6.835338,0.2606741,9.902708,0.259493,-0.1105162,0.4511628,0.2780209,-0.05387832,0.4887378,0.2998551,-0.05439138,0.5041931
1,"No Tap","Horizontal",21,130.7045,1.640808,-18.59499,1.91764,-23.81481,1.954738,-22.61481,-0.5222673,-0.5222954,-0.9132486,-0.5942296,-0.4635523,-0.9322378,-0.6158161,-0.4773003,-0.9223031
1,"No Tap","Horizontal",21,128.7366,0.6830397,-16.55253,0.7076747,-14.58705,0.6798456,-8.984472,-0.4779001,-0.7404546,-0.9084942,-0.5708278,-0.7433662,-0.9257113,-0.5497826,-0.774502,-0.9088841
1,"No Tap","Horizontal",21,130.0529,0.1722492,4.886935,0.1722474,-18.89542,0.1722462,-6.066983,-0.4983949,-0.8009198,-0.9638047,-0.5175576,-0.8040242,-0.9729453,-0.563684,-0.8125008,-0.991196
1,"No Tap","Horizontal",21,127.4032,0.7362555,6.657454,0.854897,5.132827,0.8898143,4.182835,-0.3576637,-0.3610439,-0.07035915,-0.4206482,-0.3381083,-0.07054415,-0.4435151,-0.3245711,-0.05646762
1,"No Tap","Horizontal",21,135.7526,0.1509065,7.730607,0.1774102,9.285625,0.1576016,8.123361,0.1531725,-0.08494893,0.3371358,0.1734667,-0.02844087,0.3609986,0.1673145,-0.0414177,0.3933585
1,"No Tap","Horizontal",21,127.3195,0.9780489,17.6232,1.106526,25.43751,1.123038,26.44169,-0.3872613,-0.3572504,-0.0217318,-0.4483445,-0.3339342,-0.0104667,-0.4689671,-0.3186756,0.00754375
1,"No Tap","Horizontal",21,134.5531,0.2754505,0.6384863,0.3066752,2.281262,0.3078958,2.369826,0.1921621,-0.09399167,0.3987221,0.220306,-0.0411312,0.4097819,0.2263407,-0.05507839,0.4321972
1,"No Tap","Horizontal",21,128.3861,1.011884,2.057634,1.047746,3.069558,1.026298,3.751703,-0.3236988,-0.5618116,-0.5893362,-0.3722907,-0.5434773,-0.6367848,-0.3917661,-0.5536848,-0.6320476
1,"No Tap","Horizontal",21,126.8899,0.4904377,-15.21416,0.5269623,-18.2456,0.5416694,-18.70592,-0.3765631,-0.349232,0.3649094,-0.4071301,-0.3199207,0.4103998,-0.4091233,-0.2753068,0.4363413
1,"No Tap","Horizontal",21,128.5862,0.6191233,-67.15793,0.7894399,-59.46898,0.7755212,-57.01111,-0.4144457,-0.654424,-0.7922211,-0.4930106,-0.6458887,-0.8283495,-0.5000772,-0.6681886,-0.8149871
1,"No Tap","Horizontal",21,129.5198,0.3484213,-12.31294,0.36119,-11.55166,0.4186143,-8.127309,-0.5235889,-0.5105517,-0.904559,-0.5380215,-0.4902584,-0.9026453,-0.5370494,-0.5075598,-0.9000511
1,"No Tap","Horizontal",21,123.7032,0.790823,1.234986,0.9298596,4.216712,0.7119849,-4.238479,0.06618658,-0.08611255,0.3871538,0.1010067,-0.008288709,0.393295,0.1297231,-0.002225773,0.3945083
1,"No Tap","Horizontal",21,121.6032,0.03207182,1.475346,0.03519178,1.66653,0.05284452,2.747219,0.1293825,-0.04023924,0.5788496,0.1471824,0.0344848,0.580723,0.184794,0.04703118,0.5850471
1,"No Tap","Horizontal",21,125.3861,0.1793356,-18.72685,0.179392,-35.02927,0.1794206,-22.74209,0.03893638,-0.08980533,0.4434765,0.06598597,-0.04301145,0.4715205,0.1025387,-0.002700323,0.4586279
1,"No Tap","Horizontal",21,127.6362,0.5616401,-9.425303,0.5616388,-17.52926,0.5616385,-19.38269,-0.273994,-0.3810059,-0.1948443,-0.3335271,-0.3619287,-0.2191078,-0.3611356,-0.3521536,-0.2139757
1,"No Tap","Horizontal",21,129.6185,1.116042,9.665231,1.162165,13.27473,1.130195,13.09761,-0.5041646,-0.561218,-0.9220655,-0.5181603,-0.5397868,-0.923009,-0.5174532,-0.5561426,-0.9188984
1,"No Tap","Horizontal",21,133.9191,0.01803437,-4.63277,0.03054336,-3.899037,0.03609938,-3.572971,0.1878047,-0.1119267,0.4238176,0.210484,-0.05874647,0.4632507,0.231495,-0.05688082,0.4798875
